,carat,price,cut
28348,0.75,3625,Ideal
28349,0.9,3593,Very Good
28350,0.41,1007,Premium
28351,0.45,1105,Ideal
28352,1.73,13365,Premium
28353,0.31,533,Good
28354,0.71,2347,Ideal
28355,0.5,1348,Good
28356,2.05,17081,Premium
28357,0.73,2623,Very Good
28358,1.0,4717,Very Good
28359,1.0,3858,Good
28360,0.72,2420,Ideal
28361,1.0,3011,Very Good
28362,1.2,6019,Very Good
28363,1.82,11971,Very Good
28364,1.12,5331,Ideal
28365,0.33,579,Premium
28366,1.33,6316,Premium
28367,1.03,4942,Premium
28368,0.3,789,Very Good
28369,0.32,708,Ideal
28370,0.43,916,Ideal
28371,0.7,2477,Good
28372,0.7,2542,Ideal
28373,0.32,421,Premium
28374,0.33,854,Ideal
28375,1.01,5812,Ideal
28376,0.71,4124,Ideal
28377,1.11,4842,Premium
28378,0.3,684,Very Good
28379,0.73,2337,Very Good
28380,0.7,2237,Ideal
28381,1.11,5073,Ideal
28382,0.71,2462,Very Good
28383,1.01,4887,Fair
28384,0.71,2266,Very Good
28385,2.03,12714,Very Good
28386,0.92,5259,Good
28387,1.57,12304,Very Good
28388,0.75,2274,Premium
28389,0.5,1323,Fair
28390,0.57,2103,Ideal
28391,0.72,2398,Premium
28392,1.01,4044,Ideal
28393,0.8,3297,Premium
28394,0.31,628,Premium
28395,1.01,5199,Premium
28396,0.45,1154,Good
28397,0.39,1271,Premium
28398,0.56,1679,Very Good
28399,0.54,1983,Very Good
28400,1.0,4827,Very Good
28401,0.52,1401,Fair
28402,1.7,13823,Ideal
28403,1.14,4022,Premium
28404,0.41,834,Very Good
28405,0.31,734,Ideal
28406,0.3,710,Premium
28407,0.9,3989,Very Good
28408,1.18,7137,Premium
28409,0.54,1454,Ideal
28410,0.9,4390,Ideal
28411,0.51,1549,Very Good
28412,0.77,3415,Very Good
28413,0.38,1257,Ideal
28414,0.3,731,Ideal
28415,0.4,1088,Ideal
28416,0.9,4161,Very Good
28417,1.01,2602,Premium
28418,0.7,5027,Premium
28419,0.54,1605,Ideal
28420,0.73,2519,Premium
28421,0.51,1974,Ideal
28422,1.72,13622,Very Good
28423,0.73,2581,Ideal
28424,0.28,707,Very Good
28425,0.3,789,Ideal
28426,1.02,5198,Premium
28427,1.21,6673,Very Good
28428,1.14,11206,Ideal
28429,0.34,689,Ideal
28430,1.03,7919,Premium
28431,0.9,3842,Very Good
28432,0.4,1017,Ideal
28433,1.12,5546,Ideal
28434,0.74,2327,Good
28435,0.74,2042,Premium
28436,0.78,2401,Very Good
28437,0.53,1721,Ideal
28438,0.56,1745,Ideal
28439,0.4,1035,Premium
28440,0.92,2698,Premium
28441,1.5,7714,Good
28442,1.45,11650,Premium
28443,0.51,1402,Premium
28444,0.8,6674,Ideal
28445,0.6,1250,Ideal
28446,1.06,9997,Very Good
28447,1.1,4878,Very Good
28448,1.24,8726,Ideal
28449,0.76,2447,Good
28450,0.9,3977,Good
28451,0.37,1124,Ideal
28452,1.02,3980,Very Good
28453,1.22,5297,Ideal
28454,1.58,11491,Premium
28455,2.03,18757,Ideal
28456,0.41,1295,Ideal
28457,0.32,589,Very Good
28458,0.91,3363,Premium
28459,0.37,763,Ideal
28460,0.4,909,Very Good
28461,0.37,811,Premium
28462,0.43,1209,Premium
28463,0.31,1074,Ideal
28464,0.32,708,Ideal
28465,0.32,505,Ideal
28466,1.19,10079,Ideal
28467,0.55,1692,Ideal
28468,0.5,958,Good
28469,1.0,5853,Fair
28470,1.0,7453,Very Good
28471,1.03,5491,Ideal
28472,0.53,1093,Premium
28473,0.85,2913,Ideal
28474,0.51,1004,Premium
28475,0.42,829,Ideal
28476,0.41,1107,Ideal
28477,0.72,2311,Good
28478,1.03,5393,Very Good
28479,2.1,16783,Premium
28480,0.51,1899,Ideal
28481,0.65,1744,Good
28482,0.33,1240,Ideal
28483,0.5,997,Premium
28484,0.34,765,Ideal
28485,0.31,1168,Ideal
28486,0.4,828,Very Good
28487,0.54,1669,Ideal
28488,0.36,605,Premium
28489,1.5,8791,Very Good
28490,0.3,950,Premium
28491,1.51,10063,Premium
28492,0.54,1913,Premium
28493,0.9,4276,Very Good
28494,0.77,2369,Premium
28495,0.31,942,Ideal
28496,0.33,780,Premium
28497,0.31,789,Ideal
28498,1.08,6539,Ideal
28499,0.47,884,Ideal
28500,1.01,4592,Premium
28501,0.9,4661,Ideal
28502,1.12,5233,Very Good
28503,1.4,16808,Ideal
28504,1.25,8365,Ideal
28505,1.5,11948,Good
28506,0.4,792,Ideal
28507,0.61,3212,Ideal
28508,0.32,561,Ideal
28509,0.27,470,Ideal
28510,0.71,1932,Ideal
28511,1.01,5988,Very Good
28512,0.91,3425,Good
28513,2.22,15184,Premium
28514,1.5,7469,Fair
28515,1.2,6675,Ideal
28516,0.73,3209,Ideal
28517,1.74,8731,Good
28518,1.22,6401,Ideal
28519,0.37,839,Ideal
28520,0.3,694,Ideal
28521,0.67,3178,Very Good
28522,0.32,730,Ideal
28523,1.0,5851,Very Good
28524,1.07,4075,Premium
28525,0.43,852,Very Good
28526,0.55,1183,Ideal
28527,0.96,2454,Premium
28528,0.63,2565,Ideal
28529,0.51,1002,Good
28530,1.13,9049,Ideal
28531,0.44,1378,Ideal
28532,0.77,2586,Very Good
28533,1.01,4672,Premium
28534,0.3,675,Ideal
28535,1.17,10342,Ideal
28536,1.03,7677,Very Good
28537,0.42,1040,Ideal
28538,2.01,15919,Very Good
28539,0.45,930,Ideal
28540,0.31,816,Premium
28541,0.35,709,Good
28542,0.53,1159,Premium
28543,1.02,3141,Premium
28544,0.9,4657,Premium
28545,0.73,3089,Ideal
28546,1.15,3510,Very Good
28547,0.3,590,Ideal
28548,0.91,4663,Premium
28549,0.28,487,Very Good
28550,0.46,1245,Good
28551,0.7,2700,Ideal
28552,0.38,601,Very Good
28553,0.3,574,Very Good
28554,0.72,2505,Very Good
28555,0.3,779,Ideal
28556,0.56,1929,Ideal
28557,0.32,758,Ideal
28558,1.04,3774,Premium
28559,0.3,552,Ideal
28560,0.9,3950,Very Good
28561,0.32,900,Ideal
28562,0.43,1827,Ideal
28563,1.02,6785,Very Good
28564,0.9,3595,Good
28565,0.57,2193,Ideal
28566,1.1,6470,Ideal
28567,1.23,5632,Premium
28568,1.06,4167,Ideal
28569,0.33,463,Ideal
28570,1.2,7741,Very Good
28571,0.33,854,Ideal
28572,0.41,1295,Ideal
28573,1.0,6776,Good
28574,1.0,8154,Premium
28575,0.36,505,Premium
28576,1.0,4312,Very Good
28577,0.51,1428,Ideal
28578,0.57,1171,Very Good
28579,1.35,5524,Fair
28580,0.51,3920,Fair
28581,0.5,1628,Very Good
28582,0.3,641,Premium
28583,0.38,817,Ideal
28584,0.32,528,Ideal
28585,0.94,3691,Very Good
28586,0.4,772,Ideal
28587,0.76,3680,Ideal
28588,0.9,3318,Good
28589,2.09,17840,Premium
28590,0.31,761,Good
28591,1.36,9279,Ideal
28592,0.31,732,Ideal
28593,0.7,2381,Ideal
28594,2.04,15618,Very Good
28595,1.37,8424,Premium
28596,2.03,11379,Ideal
28597,0.4,1240,Ideal
28598,0.8,3064,Ideal
28599,1.01,5860,Premium
28600,1.62,6112,Good
28601,0.64,2419,Ideal
28602,0.45,794,Fair
28603,1.04,9552,Ideal
28604,1.0,4956,Premium
28605,2.02,13865,Very Good
28606,1.18,3925,Premium
28607,0.34,956,Premium
28608,0.37,681,Premium
28609,0.53,1352,Good
28610,0.76,2607,Ideal
28611,0.36,1013,Premium
28612,0.31,863,Ideal
28613,0.3,878,Very Good
28614,0.7,2167,Good
28615,0.55,1634,Ideal
28616,0.7,2490,Ideal
28617,0.3,570,Ideal
28618,0.54,1163,Ideal
28619,1.6,13853,Ideal
28620,1.24,6840,Premium
28621,1.5,8408,Very Good
28622,1.12,6143,Ideal
28623,0.46,967,Good
28624,0.51,1574,Ideal
28625,1.04,7035,Ideal
28626,1.51,12551,Very Good
28627,1.12,3688,Ideal
28628,0.41,1015,Premium
28629,1.22,5192,Premium
28630,0.31,942,Ideal
28631,0.39,921,Very Good
28632,0.57,1691,Ideal
28633,1.01,3597,Fair
28634,2.07,13786,Premium
28635,0.66,1769,Very Good
28636,0.54,1240,Very Good
28637,1.67,14154,Ideal
28638,0.51,1716,Very Good
28639,0.35,1167,Ideal
28640,1.71,13196,Ideal
28641,0.4,767,Ideal
28642,0.41,1107,Ideal
28643,1.53,11303,Good
28644,0.33,624,Premium
28645,0.77,2584,Very Good
28646,0.35,491,Very Good
28647,0.7,2092,Fair
28648,1.0,3858,Premium
28649,1.15,4830,Premium
28650,1.2,7508,Ideal
28651,0.39,912,Very Good
28652,0.39,943,Good
28653,1.02,6126,Very Good
28654,2.0,18069,Good
28655,0.55,1011,Premium
28656,0.25,1013,Fair
28657,0.61,1255,Ideal
28658,2.1,16479,Very Good
28659,0.7,2461,Good
28660,1.16,4326,Premium
28661,1.61,10793,Good
28662,0.36,505,Ideal
28663,0.31,462,Good
28664,2.01,13811,Premium
28665,1.23,6100,Ideal
28666,0.3,526,Good
28667,1.11,4581,Premium
28668,1.02,6974,Very Good
28669,1.04,10709,Ideal
28670,1.01,4672,Premium
28671,2.0,5667,Fair
28672,0.61,1659,Ideal
28673,1.01,4242,Premium
28674,1.0,5385,Very Good
28675,0.32,918,Ideal
28676,0.5,1068,Very Good
28677,0.42,810,Premium
28678,0.31,625,Premium
28679,0.36,708,Very Good
28680,0.39,1088,Ideal
28681,0.37,811,Ideal
28682,1.0,6283,Very Good
28683,2.01,18640,Good
28684,0.38,640,Very Good
28685,0.24,710,Premium
28686,0.4,1031,Ideal
28687,0.58,1307,Premium
28688,2.02,17263,Very Good
28689,1.67,8013,Good
28690,0.7,2175,Very Good
28691,0.56,2040,Very Good
28692,2.02,12108,Premium
28693,0.31,749,Ideal
28694,0.33,1129,Premium
28695,1.03,5013,Ideal
28696,1.0,5743,Good
28697,0.9,3701,Good
28698,0.55,2001,Ideal
28699,0.52,2870,Premium
28700,0.85,4363,Ideal
28701,0.3,1013,Very Good
28702,0.7,2285,Ideal
28703,0.4,1125,Ideal
28704,0.38,1038,Ideal
28705,0.73,3557,Premium
28706,1.0,5027,Premium
28707,0.44,828,Premium
28708,0.34,596,Very Good
28709,2.05,17066,Premium
28710,0.73,2087,Ideal
28711,1.18,6328,Ideal
28712,0.38,1131,Ideal
28713,0.31,907,Premium
28714,0.26,724,Premium
28715,1.51,12437,Ideal
28716,0.9,4001,Ideal
28717,1.0,9487,Very Good
28718,1.54,8969,Premium
28719,0.39,956,Premium
28720,1.5,8603,Premium
28721,1.51,7848,Very Good
28722,0.51,1546,Ideal
28723,2.01,12985,Good
28724,2.0,17760,Premium
28725,1.51,9833,Ideal
28726,0.53,1587,Ideal
28727,0.7,2657,Premium
28728,0.31,698,Premium
28729,0.91,2813,Good
28730,1.01,8348,Very Good
28731,0.42,921,Ideal
28732,0.94,4106,Premium
28733,0.45,748,Ideal
28734,0.41,1363,Ideal
28735,1.3,15535,Ideal
28736,1.35,8543,Premium
28737,0.7,2319,Premium
28738,0.71,4029,Ideal
28739,1.01,5741,Premium
28740,0.61,2331,Ideal
28741,0.9,3780,Good
28742,0.41,847,Very Good
28743,1.71,13666,Premium
28744,1.54,12592,Premium
28745,0.34,838,Ideal
28746,0.5,1219,Premium
28747,0.89,4003,Very Good
28748,0.38,766,Premium
28749,1.41,6751,Premium
28750,0.9,5151,Very Good
28751,0.41,791,Premium
28752,0.7,2577,Good
28753,0.41,683,Premium
28754,1.08,4407,Very Good
28755,0.57,1689,Premium
28756,0.3,911,Ideal
28757,0.94,4790,Good
28758,0.51,1751,Ideal
28759,0.32,900,Ideal
28760,1.01,4561,Fair
28761,0.3,675,Premium
28762,1.09,8364,Ideal
28763,0.64,2114,Very Good
28764,1.8,16340,Ideal
28765,0.31,544,Ideal
28766,0.45,825,Ideal
28767,0.53,3323,Ideal
28768,0.9,3205,Fair
28769,0.71,3161,Premium
28770,0.72,3274,Ideal
28771,1.04,3718,Ideal
28772,0.54,2041,Ideal
28773,0.32,393,Premium
28774,0.5,1768,Ideal
28775,0.27,504,Very Good
28776,0.9,4182,Very Good
28777,0.37,844,Premium
28778,0.32,449,Ideal
28779,0.51,1662,Premium
28780,0.32,504,Ideal
28781,1.01,4692,Very Good
28782,1.5,5914,Premium
28783,0.31,1060,Premium
28784,0.41,961,Premium
28785,0.72,2608,Fair
28786,0.4,1397,Ideal
28787,0.32,730,Ideal
28788,1.08,8347,Ideal
28789,0.51,1697,Very Good
28790,0.52,1872,Ideal
28791,0.44,1177,Ideal
28792,1.08,4826,Premium
28793,1.0,3819,Fair
28794,0.38,1402,Ideal
28795,0.71,2511,Ideal
28796,0.71,3464,Very Good
28797,0.41,667,Very Good
28798,1.36,5103,Premium
28799,0.41,1015,Premium
28800,1.13,5408,Very Good
28801,0.7,2697,Fair
28802,1.51,7255,Premium
28803,2.02,16386,Fair
28804,0.38,1069,Premium
28805,0.25,560,Very Good
28806,0.5,1760,Ideal
28807,0.41,638,Very Good
28808,0.4,1043,Ideal
28809,0.3,776,Ideal
28810,1.05,4729,Good
28811,0.3,665,Ideal
28812,1.04,6342,Very Good
28813,0.31,544,Very Good
28814,1.21,3795,Very Good
28815,0.32,972,Premium
28816,0.81,2733,Very Good
28817,0.9,3308,Ideal
28818,0.37,1108,Very Good
28819,1.5,5141,Very Good
28820,0.7,2089,Ideal
28821,0.27,566,Very Good
28822,0.82,3048,Very Good
28823,0.3,506,Very Good
28824,0.39,853,Ideal
28825,0.94,4661,Premium
28826,1.53,12092,Premium
28827,0.7,3294,Premium
28828,0.36,789,Very Good
28829,0.43,679,Very Good
28830,1.01,6843,Good
28831,1.51,7780,Ideal
28832,0.72,2068,Good
28833,0.41,1057,Very Good
28834,1.04,4566,Fair
28835,1.27,6635,Ideal
28836,0.3,794,Ideal
28837,0.32,540,Premium
28838,0.7,2596,Premium
28839,0.72,2376,Premium
28840,0.9,3398,Good
28841,0.31,651,Premium
28842,0.77,2089,Premium
28843,0.43,1008,Premium
28844,1.13,5164,Ideal
28845,0.73,3226,Very Good
28846,0.35,706,Ideal
28847,0.33,557,Premium
28848,0.5,863,Premium
28849,1.55,8088,Ideal
28850,1.51,10548,Premium
28851,0.82,3373,Very Good
28852,0.23,402,Very Good
28853,0.52,1199,Good
28854,0.7,3199,Premium
28855,0.7,2604,Very Good
28856,0.35,907,Ideal
28857,1.53,10171,Ideal
28858,1.01,4416,Premium
28859,0.38,800,Ideal
28860,0.82,2853,Premium
28861,0.42,1087,Premium
28862,0.5,1666,Ideal
28863,1.01,5132,Good
28864,0.76,2307,Ideal
28865,0.8,2429,Ideal
28866,1.0,6386,Very Good
28867,0.56,1646,Premium
28868,2.3,14603,Very Good
28869,0.51,1873,Ideal
28870,1.2,8039,Ideal
28871,2.03,18139,Premium
28872,1.0,5720,Very Good
28873,0.36,1033,Ideal
28874,0.3,895,Premium
28875,0.92,3417,Very Good
28876,0.96,3312,Good
28877,0.54,2333,Ideal
28878,1.2,3880,Very Good
28879,0.5,1337,Ideal
28880,0.56,1232,Very Good
28881,1.0,4372,Ideal
28882,1.27,6543,Ideal
28883,1.28,6210,Premium
28884,1.2,6055,Premium
28885,0.72,3352,Ideal
28886,2.48,17893,Very Good
28887,2.0,18186,Very Good
28888,0.56,1924,Ideal
28889,0.9,4047,Premium
28890,0.31,1046,Premium
28891,1.01,3411,Premium
28892,0.33,702,Ideal
28893,0.38,969,Ideal
28894,0.8,2723,Very Good
28895,0.76,3249,Ideal
28896,0.42,1326,Ideal
28897,0.27,544,Very Good
28898,0.8,3293,Very Good
28899,0.31,435,Very Good
28900,0.52,2012,Premium
28901,1.2,6485,Ideal
28902,0.37,1056,Ideal
28903,0.78,3036,Ideal
28904,1.01,7135,Very Good
28905,2.0,17247,Very Good
28906,1.01,4928,Good
28907,0.8,2833,Very Good
28908,0.72,3083,Very Good
28909,1.5,8431,Premium
28910,1.7,9596,Premium
28911,0.76,4039,Ideal
28912,1.08,3168,Ideal
28913,0.7,2415,Very Good
28914,2.3,14042,Premium
28915,0.25,633,Very Good
28916,0.23,458,Good
28917,1.02,9550,Premium
28918,1.01,5068,Ideal
28919,0.5,1180,Ideal
28920,1.04,4980,Premium
28921,1.13,7290,Ideal
28922,0.56,1224,Ideal
28923,0.26,597,Very Good
28924,0.91,4026,Premium
28925,1.49,10096,Premium
28926,0.31,461,Ideal
28927,0.39,741,Very Good
28928,0.7,2444,Good
28929,1.5,8431,Very Good
28930,0.45,1229,Premium
28931,2.07,13786,Premium
28932,1.01,8373,Very Good
28933,0.36,789,Very Good
28934,0.77,3489,Good
28935,0.7,2563,Very Good
28936,1.01,6499,Premium
28937,1.04,2970,Good
28938,1.27,6396,Ideal
28939,0.8,4043,Ideal
28940,0.32,936,Ideal
28941,0.9,3748,Very Good
28942,1.18,11415,Ideal
28943,0.71,3299,Ideal
28944,0.34,596,Ideal
28945,1.06,5293,Good
28946,1.61,8024,Premium
28947,0.35,906,Ideal
28948,2.02,10666,Good
28949,0.32,505,Ideal
28950,0.3,873,Ideal
28951,0.71,3527,Ideal
28952,1.79,12985,Premium
28953,1.66,10338,Ideal
28954,1.81,12822,Very Good
28955,0.3,789,Very Good
28956,1.01,3394,Good
28957,0.42,1350,Ideal
28958,1.01,7303,Good
28959,0.31,734,Ideal
28960,0.59,1789,Very Good
28961,1.22,5063,Premium
28962,0.43,716,Ideal
28963,0.93,3359,Ideal
28964,0.42,958,Very Good
28965,0.71,1979,Very Good
28966,0.42,1235,Ideal
28967,1.01,9231,Premium
28968,0.71,2709,Ideal
28969,0.9,5897,Ideal
28970,0.7,2276,Good
28971,0.31,816,Ideal
28972,0.33,694,Very Good
28973,1.51,7695,Good
28974,1.01,5919,Very Good
28975,1.03,4315,Very Good
28976,0.5,1225,Fair
28977,0.76,3497,Ideal
28978,0.32,949,Ideal
28979,0.38,695,Ideal
28980,1.17,9630,Ideal
28981,0.72,3219,Very Good
28982,0.72,2548,Ideal
28983,1.31,10155,Ideal
28984,1.7,8911,Ideal
28985,0.3,447,Very Good
28986,2.09,12295,Very Good
28987,1.52,13207,Premium
28988,0.35,906,Premium
28989,0.95,4469,Ideal
28990,0.31,408,Premium
28991,0.31,734,Ideal
28992,1.25,6608,Ideal
28993,0.68,3243,Ideal
28994,1.21,10283,Very Good
28995,1.12,9820,Very Good
28996,0.45,1179,Very Good
28997,0.51,1687,Ideal
28998,0.72,2573,Very Good
28999,1.02,4818,Premium
29000,0.4,1754,Ideal
29001,0.71,2335,Very Good
29002,0.3,612,Ideal
29003,1.73,12079,Premium
29004,0.3,844,Ideal
29005,1.54,11107,Premium
29006,1.03,7778,Premium
29007,0.9,3162,Good
29008,1.6,16300,Ideal
29009,1.54,14188,Premium
29010,0.25,783,Ideal
29011,0.39,1053,Premium
29012,0.52,1664,Ideal
29013,0.3,1013,Premium
29014,1.0,3175,Fair
29015,0.51,996,Fair
29016,1.1,4235,Very Good
29017,1.59,10106,Ideal
29018,0.52,2970,Premium
29019,0.44,1202,Ideal
29020,0.34,765,Premium
29021,1.0,5806,Premium
29022,0.29,619,Very Good
29023,0.54,1590,Ideal
29024,1.01,6037,Very Good
29025,0.52,1749,Very Good
29026,1.07,5748,Ideal
29027,0.4,1240,Ideal
29028,0.71,2397,Very Good
29029,2.01,16085,Good
29030,1.8,12338,Premium
29031,1.76,9898,Very Good
29032,0.9,4961,Very Good
29033,1.04,4398,Fair
29034,0.28,625,Ideal
29035,0.39,1300,Ideal
29036,1.03,5330,Ideal
29037,1.21,6025,Good
29038,0.7,2905,Very Good
29039,0.74,2600,Very Good
29040,0.9,4054,Very Good
29041,0.73,2234,Premium
29042,1.5,8190,Premium
29043,0.32,471,Ideal
29044,0.47,1421,Ideal
29045,1.0,6048,Premium
29046,1.01,3439,Ideal
29047,0.3,1041,Ideal
29048,0.9,3473,Fair
29049,2.09,15589,Ideal
29050,1.51,18806,Ideal
29051,0.31,698,Ideal
29052,1.01,5090,Fair
29053,1.0,6580,Ideal
29054,1.14,4884,Premium
29055,0.7,956,Fair
29056,0.92,4155,Premium
29057,0.51,2524,Ideal
29058,1.22,8213,Premium
29059,1.2,13015,Very Good
29060,0.36,1210,Ideal
29061,0.8,2829,Good
29062,2.14,14359,Ideal
29063,2.06,12931,Premium
29064,1.2,7273,Very Good
29065,1.0,5387,Premium
29066,0.9,4460,Good
29067,2.08,14462,Premium
29068,0.78,2426,Ideal
29069,2.01,18705,Premium
29070,1.7,13298,Premium
29071,0.5,1316,Good
29072,0.54,1555,Premium
29073,0.74,2491,Very Good
29074,1.04,4290,Very Good
29075,1.01,7885,Very Good
29076,0.62,1595,Premium
29077,1.35,5625,Fair
29078,0.41,876,Ideal
29079,0.33,906,Ideal
29080,1.52,9593,Very Good
29081,1.2,7728,Premium
29082,0.54,1981,Ideal
29083,1.02,6854,Premium
29084,0.74,2553,Premium
29085,0.26,452,Very Good
29086,0.41,1079,Premium
29087,1.5,10046,Very Good
29088,0.9,3604,Good
29089,0.54,1637,Ideal
29090,0.35,1116,Ideal
29091,1.01,3296,Premium
29092,0.59,2444,Ideal
29093,0.33,463,Premium
29094,1.03,5364,Premium
29095,0.57,1270,Very Good
29096,1.13,5050,Premium
29097,0.3,710,Very Good
29098,0.71,2776,Premium
29099,0.42,722,Premium
29100,0.97,4078,Ideal
29101,1.07,6061,Very Good
29102,0.35,552,Very Good
29103,0.3,675,Premium
29104,1.01,6047,Very Good
29105,0.72,2316,Premium
29106,0.8,3082,Ideal
29107,1.51,12644,Premium
29108,1.0,7164,Premium
29109,1.01,4666,Ideal
29110,1.0,5221,Premium
29111,0.33,893,Ideal
29112,0.29,504,Very Good
29113,0.4,694,Very Good
29114,0.31,707,Ideal
29115,0.32,361,Good
29116,0.73,3429,Ideal
29117,0.41,899,Very Good
29118,0.8,2829,Premium
29119,1.5,6224,Premium
29120,1.51,7455,Premium
29121,0.51,1656,Premium
29122,1.01,2416,Ideal
29123,1.09,5486,Ideal
29124,0.4,622,Very Good
29125,0.3,673,Ideal
29126,1.02,3599,Premium
29127,1.29,8684,Very Good
29128,0.3,684,Ideal
29129,0.35,580,Ideal
29130,0.52,1822,Ideal
29131,0.37,921,Ideal
29132,0.38,662,Very Good
29133,1.01,6702,Premium
29134,0.32,954,Ideal
29135,0.53,1813,Ideal
29136,0.3,665,Ideal
29137,0.79,2649,Very Good
29138,0.7,2575,Ideal
29139,1.39,9519,Ideal
29140,0.71,2096,Good
29141,0.9,3251,Very Good
29142,0.52,1673,Good
29143,0.27,820,Premium
29144,1.01,5443,Good
29145,2.06,16857,Premium
29146,0.4,1291,Ideal
29147,0.53,1152,Very Good
29148,0.54,1892,Very Good
29149,0.49,1705,Fair
29150,0.7,4362,Very Good
29151,0.73,2365,Premium
29152,1.11,4755,Premium
29153,0.35,706,Premium
29154,2.03,11968,Very Good
29155,0.71,5019,Ideal
29156,0.3,710,Ideal
29157,0.31,907,Ideal
29158,0.36,713,Ideal
29159,0.52,1330,Very Good
29160,1.03,3634,Premium
29161,0.52,1075,Ideal
29162,0.51,1193,Fair
29163,0.41,969,Ideal
29164,0.5,938,Very Good
29165,0.52,1369,Very Good
29166,0.53,1722,Ideal
29167,1.02,9728,Very Good
29168,0.31,872,Ideal
29169,0.43,1129,Ideal
29170,0.3,702,Good
29171,0.71,3217,Ideal
29172,0.34,765,Ideal
29173,1.24,8887,Ideal
29174,0.54,1637,Premium
29175,0.27,796,Ideal
29176,0.35,906,Premium
29177,1.0,5488,Premium
29178,0.73,2947,Ideal
29179,0.43,1064,Ideal
29180,0.42,938,Very Good
29181,0.32,988,Ideal
29182,0.3,526,Good
29183,0.9,4842,Very Good
29184,0.51,983,Ideal
29185,1.01,4672,Premium
29186,0.36,439,Ideal
29187,0.33,743,Ideal
29188,1.01,6843,Premium
29189,0.71,1883,Premium
29190,1.01,3360,Premium
29191,1.02,4162,Good
29192,0.31,942,Ideal
29193,0.37,844,Very Good
29194,1.01,4749,Ideal
29195,0.8,2915,Very Good
29196,0.32,540,Premium
29197,0.46,1073,Ideal
29198,0.31,571,Ideal
29199,0.35,569,Ideal
29200,1.25,5902,Premium
29201,2.08,17916,Ideal
29202,0.55,1551,Ideal
29203,2.06,18779,Ideal
29204,0.35,706,Very Good
29205,1.05,5987,Very Good
29206,1.09,6934,Ideal
29207,1.2,4785,Very Good
29208,0.52,1238,Ideal
29209,1.34,9401,Ideal
29210,1.5,11194,Very Good
29211,0.28,379,Very Good
29212,1.28,9548,Ideal
29213,1.13,5062,Ideal
29214,1.55,11067,Ideal
29215,0.81,2604,Good
29216,2.14,17193,Premium
29217,1.14,5858,Premium
29218,1.04,7679,Very Good
29219,1.5,8649,Premium
29220,1.06,4465,Very Good
29221,0.71,2768,Very Good
29222,1.01,4338,Premium
29223,0.91,4067,Ideal
29224,2.11,13598,Premium
29225,1.25,4690,Premium
29226,0.76,2719,Ideal
29227,1.2,9784,Ideal
29228,0.32,1020,Ideal
29229,1.01,5132,Ideal
29230,0.52,1576,Good
29231,2.08,12454,Premium
29232,1.14,5801,Premium
29233,0.26,597,Very Good
29234,0.91,3299,Very Good
29235,0.71,2839,Premium
29236,1.51,13828,Premium
29237,0.41,1177,Ideal
29238,0.54,1235,Very Good
29239,0.7,2591,Good
29240,0.91,3746,Very Good
29241,0.7,3119,Ideal
29242,0.31,516,Very Good
29243,0.31,1122,Premium
29244,1.35,5758,Premium
29245,0.54,1847,Ideal
29246,0.52,1767,Ideal
29247,0.71,3191,Ideal
29248,1.63,11990,Very Good
29249,1.01,3945,Very Good
29250,0.48,1616,Very Good
29251,0.74,2398,Premium
29252,1.01,6176,Good
29253,0.71,2327,Good
29254,1.51,10739,Premium
29255,0.73,2426,Very Good
29256,0.35,630,Premium
29257,0.6,1599,Good
29258,0.31,1122,Ideal
29259,0.51,1660,Ideal
29260,0.52,1289,Good
29261,0.71,3404,Ideal
29262,0.4,873,Ideal
29263,0.83,3482,Ideal
29264,2.0,8736,Fair
29265,0.36,450,Ideal
29266,0.4,882,Premium
29267,1.13,5050,Premium
29268,0.92,4011,Premium
29269,1.01,7862,Premium
29270,0.71,3779,Premium
29271,0.32,814,Ideal
29272,1.06,6426,Ideal
29273,2.36,17569,Ideal
29274,0.53,1577,Ideal
29275,0.93,3333,Premium
29276,0.32,548,Ideal
29277,0.38,1140,Ideal
29278,1.02,3713,Ideal
29279,0.51,1985,Ideal
29280,0.77,2528,Premium
29281,0.55,2656,Very Good
29282,1.5,8736,Good
29283,0.35,709,Premium
29284,0.33,594,Premium
29285,1.21,9370,Premium
29286,0.73,2805,Premium
29287,1.51,8214,Very Good
29288,1.0,7343,Very Good
29289,0.31,698,Very Good
29290,0.5,1155,Premium
29291,0.4,912,Very Good
29292,0.71,1828,Fair
29293,0.31,734,Premium
29294,0.7,4171,Very Good
29295,0.9,3704,Premium
29296,0.41,863,Ideal
29297,1.11,7055,Premium
29298,0.53,1370,Very Good
29299,0.41,863,Premium
29300,0.56,1743,Premium
29301,0.7,2453,Very Good
29302,1.01,3599,Ideal
29303,0.25,436,Ideal
29304,0.4,526,Very Good
29305,1.01,4412,Premium
29306,0.51,1842,Very Good
29307,0.39,745,Ideal
29308,0.32,924,Ideal
29309,1.21,4391,Premium
29310,1.01,2896,Ideal
29311,0.7,2553,Ideal
29312,0.41,705,Ideal
29313,1.0,5082,Very Good
29314,0.26,724,Very Good
29315,0.55,1101,Ideal
29316,1.0,1784,Fair
29317,1.46,5519,Premium
29318,1.05,6316,Ideal
29319,0.3,813,Ideal
29320,0.41,1115,Ideal
29321,0.31,907,Premium
29322,0.4,982,Premium
29323,0.36,689,Very Good
29324,0.52,1311,Very Good
29325,0.91,5394,Good
29326,0.43,1264,Ideal
